1	 360918	 19
2	 360802	 20
3	 378305	 20
4	 423199	 20
5	 493828	 20
6	 518140	 20
7	 553863	 20
8	 566199	 20
9	 555437	 20
10	 556671	 20
11	 575883	 20
12	 607457	 20
13	 626858	 20
14	 629999	 20
15	 623617	 20
16	 594146	 20
17	 569802	 20
18	 537987	 20
19	 517013	 20
20	 518244	 20
21	 536220	 20
22	 599208	 20
23	 682426	 20
24	 737782	 20
25	 766952	 20
26	 784335	 20
27	 809028	 20
28	 859807	 20
29	 907982	 20
30	 893865	 20
31	 826819	 20
32	 725813	 20
33	 665086	 20
34	 639880	 20
35	 626447	 20
36	 612216	 20
37	 605716	 20
38	 591693	 20
39	 571157	 20
40	 566775	 20
41	 558149	 20
42	 529219	 20
43	 503115	 20
44	 490846	 20
45	 498965	 20
46	 509210	 20
47	 516935	 20
48	 535357	 20
49	 558029	 20
50	 577514	 20
51	 614269	 20
52	 674937	 20
53	 713667	 20
54	 712434	 20
55	 677319	 20
56	 621611	 20
57	 592642	 20
58	 568129	 20
59	 551151	 20
60	 542694	 20
61	 536866	 20
62	 542853	 20
63	 548915	 20
64	 546042	 20
65	 539028	 20
66	 518906	 20
67	 498769	 20
68	 484619	 20
69	 468285	 20
70	 451299	 20
71	 457399	 20
72	 512501	 20
73	 603734	 20
74	 686856	 20
75	 734815	 20
76	 757806	 20
77	 767332	 20
78	 763147	 20
79	 748123	 20
80	 711540	 20
81	 655487	 20
82	 585693	 20
83	 521908	 20
84	 506322	 20
85	 532324	 20
86	 566144	 20
87	 584360	 20
88	 580348	 20
89	 562559	 20
90	 534333	 20
91	 508234	 20
92	 484437	 20
93	 460502	 20
94	 422163	 20
95	 362710	 20
96	 316672	 20
97	 305002	 20
98	 309344	 20
99	 331078	 20
100	 353786	 20
101	 373824	 20
102	 382240	 20
103	 385224	 20
104	 387192	 20
105	 390619	 20
106	 394863	 20
107	 402839	 20
108	 409011	 20
109	 435970	 20
110	 475824	 20
111	 527792	 20
112	 571602	 20
113	 570395	 20
114	 533257	 20
115	 502238	 20
116	 478742	 20
117	 467778	 20
118	 467786	 20
119	 475780	 20
120	 502759	 20
121	 545805	 20
122	 599369	 20
123	 685734	 20
124	 764273	 20
125	 785742	 20
126	 782200	 20
127	 760348	 20
128	 732468	 20
129	 700776	 20
130	 641622	 20
131	 597788	 20
132	 554676	 20
133	 513135	 20
134	 503725	 20
135	 536350	 20
136	 554908	 20
137	 544280	 20
138	 527811	 20
139	 501151	 20
140	 478899	 20
141	 460696	 20
142	 428253	 20
143	 419460	 20
144	 377796	 20
145	 351786	 20
146	 391063	 20
147	 450261	 20
148	 513858	 20
149	 520860	 20
150	 514693	 20
151	 506605	 20
152	 497066	 20
153	 499424	 20
154	 499478	 20
155	 483153	 20
156	 459329	 20
157	 432340	 20
158	 417887	 20
159	 414081	 20
160	 439510	 20
161	 466059	 20
162	 475014	 20
163	 474709	 20
164	 479470	 20
165	 496288	 20
166	 545635	 20
167	 609867	 20
168	 645941	 20
169	 662974	 20
170	 717382	 20
171	 826832	 20
172	 918625	 20
173	 973500	 20
174	 965567	 20
175	 914218	 20
176	 857029	 20
177	 812115	 20
178	 777059	 20
179	 730489	 20
180	 625406	 20
181	 513317	 20
182	 458243	 20
183	 437393	 20
184	 428485	 20
185	 442816	 20
186	 470277	 20
187	 484800	 20
188	 492041	 20
189	 524382	 20
190	 581664	 20
191	 637296	 20
192	 678051	 20
193	 708132	 20
194	 727642	 20
195	 755281	 20
196	 783366	 20
197	 799914	 20
198	 786396	 20
199	 729054	 20
200	 667516	 20
201	 629452	 20
202	 595681	 20
203	 548537	 20
204	 485833	 20
205	 436447	 20
206	 412752	 20
207	 397977	 20
208	 402377	 20
209	 433867	 20
210	 461622	 20
211	 470729	 20
212	 474733	 20
213	 477446	 20
214	 495691	 20
215	 561363	 20
216	 671809	 20
217	 807555	 20
218	 915207	 20
219	 962056	 20
220	 982613	 20
221	 992654	 20
222	 984378	 20
223	 960265	 20
224	 904493	 20
225	 807556	 20
226	 687039	 20
227	 582783	 20
228	 513686	 20
229	 464945	 20
230	 423614	 20
231	 390618	 20
232	 371135	 20
233	 374400	 20
234	 409290	 20
235	 446489	 20
236	 461201	 20
237	 461574	 20
238	 458912	 20
239	 453742	 20
240	 452989	 20
241	 451509	 20
242	 444807	 20
243	 437683	 20
244	 436118	 20
245	 443488	 20
246	 446308	 20
247	 440223	 20
248	 426045	 20
249	 411059	 20
250	 401203	 20
251	 393448	 20
252	 389390	 20
253	 393028	 20
254	 396039	 20
255	 395001	 20
256	 391982	 20
257	 401130	 20
258	 432294	 20
259	 452261	 20
260	 455495	 20
261	 456005	 20
262	 449441	 20
263	 448658	 20
264	 451626	 20
265	 464299	 20
266	 488793	 20
267	 509476	 20
268	 553992	 20
269	 602188	 20
270	 617911	 20
271	 627414	 20
272	 612472	 20
273	 603966	 20
274	 590398	 20
275	 576267	 20
276	 559748	 20
277	 509885	 20
278	 456055	 20
279	 423697	 20
280	 380846	 20
281	 356477	 20
282	 345518	 20
283	 376576	 20
284	 420738	 20
285	 443804	 20
286	 454058	 20
287	 469989	 20
288	 494382	 20
289	 551345	 20
290	 137508	 20
291	 133814	 20
292	 130259	 20
293	 125742	 20
294	 122587	 20
295	 125177	 20
296	 125586	 20
297	 119984	 20
298	 110842	 20
299	 100267	 20
300	 90037	 20
301	 85785	 20
302	 83591	 20
303	 78227	 20
304	 72058	 20
305	 68105	 20
306	 71644	 20
307	 80674	 20
308	 90553	 20
309	 98280	 20
310	 111503	 20
311	 125340	 20
312	 140680	 20
313	 162824	 20
314	 21887	 20
315	 20610	 20
316	 20968	 20
