1	 1	 4.725338743405363e-08	 2	 3.653240678933568e-05	 3	 3.552760532755149e-05	
2	 1	 4.725338743405363e-08	 2	 3.653240678933568e-05	 3	 3.552760532755149e-05	
3	 1	 4.725338743405363e-08	 2	 3.653240678933568e-05	 3	 3.552760532755149e-05	
4	 1	 4.725338743405363e-08	 2	 3.653240678933568e-05	 3	 3.552760532755149e-05	
5	 1	 4.725338743405363e-08	 2	 3.653240678933568e-05	 3	 3.552760532755149e-05	
6	 1	 4.725338743405363e-08	 2	 3.653240678933568e-05	 3	 3.552760532755149e-05	
7	 1	 4.725338743405363e-08	 2	 3.653240678933568e-05	 3	 3.552760532755149e-05	
8	 1	 4.728916241791558e-08	 2	 3.653240678933568e-05	 3	 3.552760532755149e-05	
9	 1	 4.712996373972992e-08	 2	 3.640700512345661e-05	 3	 3.552760532755149e-05	
10	 1	 4.705125877523363e-08	 2	 3.662848265329601e-05	 3	 3.552760532755149e-05	
11	 1	 4.650390152214583e-08	 2	 3.657494036898809e-05	 3	 3.552760532755149e-05	
12	 1	 4.650390152214583e-08	 2	 3.651523115201509e-05	 3	 3.552760532755149e-05	
13	 1	 4.608980608394379e-08	 2	 3.651523115201509e-05	 3	 3.552760532755149e-05	
14	 1	 4.600931237025441e-08	 2	 3.64428099968361e-05	 3	 3.552760532755149e-05	
15	 1	 4.495037284794074e-08	 2	 3.65619258200327e-05	 3	 3.552760532755149e-05	
16	 1	 4.380557336435842e-08	 2	 3.6649757637242e-05	 3	 3.552760532755149e-05	
17	 1	 4.325195548909478e-08	 2	 3.664399316925119e-05	 3	 3.552760532755149e-05	
18	 1	 4.31714617754054e-08	 2	 3.636723239049017e-05	 3	 3.552760532755149e-05	
19	 1	 4.31714617754054e-08	 2	 3.633510648633484e-05	 3	 3.552760532755149e-05	
20	 1	 4.324748361611203e-08	 2	 3.633510648633484e-05	 3	 3.552760532755149e-05	
21	 1	 4.346928851605612e-08	 2	 3.615376832868216e-05	 3	 3.552760532755149e-05	
22	 1	 4.399518077882675e-08	 2	 3.620466981968706e-05	 3	 3.552760532755149e-05	
23	 1	 4.477328667782411e-08	 2	 3.637786454675726e-05	 3	 3.552760532755149e-05	
24	 1	 4.502371156485774e-08	 2	 3.653861755101358e-05	 3	 3.552760532755149e-05	
25	 1	 4.546732136474589e-08	 2	 3.68556213671047e-05	 3	 3.552760532755149e-05	
26	 1	 4.546732136474589e-08	 2	 3.689300789616432e-05	 3	 3.552760532755149e-05	
27	 1	 4.601467861783369e-08	 2	 3.689300789616432e-05	 3	 3.552760532755149e-05	
28	 1	 4.590377616786165e-08	 2	 3.70732690034671e-05	 3	 3.552760532755149e-05	
29	 1	 4.608891170934723e-08	 2	 3.735662166575665e-05	 3	 3.552760532755149e-05	
30	 1	 4.584027557150669e-08	 2	 3.740600324282121e-05	 3	 3.552760532755149e-05	
31	 1	 4.57687256037828e-08	 2	 3.738264390347411e-05	 3	 3.552760532755149e-05	
32	 1	 4.536894015912554e-08	 2	 3.733602888992329e-05	 3	 3.552760532755149e-05	
33	 1	 4.536894015912554e-08	 2	 3.727891015816903e-05	 3	 3.552760532755149e-05	
34	 1	 4.38198833579032e-08	 2	 3.727891015816903e-05	 3	 3.552760532755149e-05	
35	 1	 4.349969725233877e-08	 2	 3.699771502667591e-05	 3	 3.552760532755149e-05	
36	 1	 4.324569486691894e-08	 2	 3.695913253724901e-05	 3	 3.552760532755149e-05	
37	 1	 4.350864099830426e-08	 2	 3.698979417125423e-05	 3	 3.552760532755149e-05	
38	 1	 4.394151830303383e-08	 2	 3.706554061457998e-05	 3	 3.552760532755149e-05	
39	 1	 4.378589712323435e-08	 2	 3.6915840143992e-05	 3	 3.552760532755149e-05	
40	 1	 4.378589712323435e-08	 2	 3.704833486863319e-05	 3	 3.552760532755149e-05	
41	 1	 4.45067630480526e-08	 2	 3.704833486863319e-05	 3	 3.552760532755149e-05	
42	 1	 4.450407992426295e-08	 2	 3.707108479414112e-05	 3	 3.552760532755149e-05	
43	 1	 4.47384060685587e-08	 2	 3.700625749183598e-05	 3	 3.552760532755149e-05	
44	 1	 4.491728098786845e-08	 2	 3.694459426313479e-05	 3	 3.552760532755149e-05	
45	 1	 4.535015829259802e-08	 2	 3.707327319580746e-05	 3	 3.552760532755149e-05	
46	 1	 4.579376809248616e-08	 2	 3.697449289119504e-05	 3	 3.552760532755149e-05	
47	 1	 4.579376809248616e-08	 2	 3.700471661619388e-05	 3	 3.552760532755149e-05	
48	 1	 4.605134797629219e-08	 2	 3.700471661619388e-05	 3	 3.552760532755149e-05	
49	 1	 4.683660887206194e-08	 2	 3.677395000348902e-05	 3	 3.552760532755149e-05	
50	 1	 4.753422105736993e-08	 2	 3.658849763545878e-05	 3	 3.552760532755149e-05	
51	 1	 4.763617976137647e-08	 2	 3.654259913098714e-05	 3	 3.552760532755149e-05	
52	 1	 4.793132337823754e-08	 2	 3.65958391856675e-05	 3	 3.552760532755149e-05	
53	 1	 4.820500200478144e-08	 2	 3.662707631366718e-05	 3	 3.552760532755149e-05	
54	 1	 4.820500200478144e-08	 2	 3.6628324487728e-05	 3	 3.552760532755149e-05	
55	 1	 4.884000796833101e-08	 2	 3.6628324487728e-05	 3	 3.552760532755149e-05	
56	 1	 4.851982186276658e-08	 2	 3.666459356752156e-05	 3	 3.552760532755149e-05	
57	 1	 4.800466209515453e-08	 2	 3.655691025647838e-05	 3	 3.552760532755149e-05	
58	 1	 4.736250113483258e-08	 2	 3.645451272438162e-05	 3	 3.552760532755149e-05	
59	 1	 4.6525366512463e-08	 2	 3.64523673894844e-05	 3	 3.552760532755149e-05	
60	 1	 4.569538688686581e-08	 2	 3.630009510864836e-05	 3	 3.552760532755149e-05	
61	 1	 4.569538688686581e-08	 2	 3.624145608183193e-05	 3	 3.552760532755149e-05	
62	 1	 4.532511580389466e-08	 2	 3.624145608183193e-05	 3	 3.552760532755149e-05	
63	 1	 4.552903321190776e-08	 2	 3.583707931923968e-05	 3	 3.552760532755149e-05	
64	 1	 4.562741441752811e-08	 2	 3.587380193403549e-05	 3	 3.552760532755149e-05	
65	 1	 4.608891170934723e-08	 2	 3.556565386526567e-05	 3	 3.552760532755149e-05	
66	 1	 4.708882250828867e-08	 2	 3.541399900182763e-05	 3	 3.552760532755149e-05	
67	 1	 4.812271954189896e-08	 2	 3.536708671323331e-05	 3	 3.552760532755149e-05	
68	 1	 4.812271954189896e-08	 2	 3.565162009101612e-05	 3	 3.552760532755149e-05	
69	 1	 4.993472247450661e-08	 2	 3.565162009101612e-05	 3	 3.552760532755149e-05	
70	 1	 5.038012102358786e-08	 2	 3.596857779136331e-05	 3	 3.552760532755149e-05	
71	 1	 5.0492812222753e-08	 2	 3.616101307394084e-05	 3	 3.552760532755149e-05	
72	 1	 5.034434603972591e-08	 2	 3.62446331135788e-05	 3	 3.552760532755149e-05	
73	 1	 4.9941877471279e-08	 2	 3.63336685135924e-05	 3	 3.552760532755149e-05	
74	 1	 4.973974881245899e-08	 2	 3.635510890442157e-05	 3	 3.552760532755149e-05	
75	 1	 4.973974881245899e-08	 2	 3.635265219297239e-05	 3	 3.552760532755149e-05	
76	 1	 4.801897208869931e-08	 2	 3.635265219297239e-05	 3	 3.552760532755149e-05	
77	 1	 4.751991106382514e-08	 2	 3.61642781448352e-05	 3	 3.552760532755149e-05	
78	 1	 4.715858372681947e-08	 2	 3.595950251785605e-05	 3	 3.552760532755149e-05	
79	 1	 4.777033595085877e-08	 2	 3.58303788159837e-05	 3	 3.552760532755149e-05	
80	 1	 4.910474284890942e-08	 2	 3.585466885489005e-05	 3	 3.552760532755149e-05	
81	 1	 5.030499355747777e-08	 2	 3.571919375737691e-05	 3	 3.552760532755149e-05	
82	 1	 5.030499355747777e-08	 2	 3.592752144000396e-05	 3	 3.552760532755149e-05	
83	 1	 5.053037595580805e-08	 2	 3.592752144000396e-05	 3	 3.552760532755149e-05	
84	 1	 4.999017369949263e-08	 2	 3.638999070067883e-05	 3	 3.552760532755149e-05	
