1	 0.307100	 0.319200	 0.172600
2	 0.307200	 0.316700	 0.171200
3	 0.321200	 0.331300	 0.179100
4	 0.358500	 0.369600	 0.199800
5	 0.398900	 0.426100	 0.232400
6	 0.440100	 0.453800	 0.245300
7	 0.470000	 0.484600	 0.261900
8	 0.481400	 0.496400	 0.268300
9	 0.473200	 0.487900	 0.263800
10	 0.473800	 0.488500	 0.264100
11	 0.489400	 0.504600	 0.272800
12	 0.515100	 0.532000	 0.287500
13	 0.533500	 0.549400	 0.297000
14	 0.536200	 0.552900	 0.298900
15	 0.531100	 0.547600	 0.296000
16	 0.507000	 0.522800	 0.282600
17	 0.487600	 0.501000	 0.270900
18	 0.458500	 0.473500	 0.255900
19	 0.440200	 0.454500	 0.245700
20	 0.441100	 0.454800	 0.245800
21	 0.455700	 0.469900	 0.253900
22	 0.506000	 0.523400	 0.284100
23	 0.580900	 0.595800	 0.322100
24	 0.613500	 0.645300	 0.348600
25	 0.653700	 0.672100	 0.363300
26	 0.667200	 0.687800	 0.371800
27	 0.687700	 0.709100	 0.383800
28	 0.730100	 0.752700	 0.406300
29	 0.771400	 0.795400	 0.430800
30	 0.762100	 0.785500	 0.424800
31	 0.706300	 0.729000	 0.392600
32	 0.625100	 0.640800	 0.346400
33	 0.567800	 0.585400	 0.316700
34	 0.545300	 0.562200	 0.304000
35	 0.533600	 0.550200	 0.297400
36	 0.521600	 0.537800	 0.290500
37	 0.515900	 0.531700	 0.287400
38	 0.504200	 0.519900	 0.281000
39	 0.487100	 0.501900	 0.271600
40	 0.482300	 0.497400	 0.268900
41	 0.475600	 0.490200	 0.264600
42	 0.451500	 0.465500	 0.251100
43	 0.429000	 0.442300	 0.239100
44	 0.418100	 0.431000	 0.232900
45	 0.423700	 0.437300	 0.236400
46	 0.432900	 0.446300	 0.241600
47	 0.439000	 0.453500	 0.244800
48	 0.459200	 0.468800	 0.253500
49	 0.475700	 0.489100	 0.264700
50	 0.491200	 0.506400	 0.273600
51	 0.520900	 0.537800	 0.290300
52	 0.581400	 0.590400	 0.319000
53	 0.606800	 0.625600	 0.338000
54	 0.606900	 0.625800	 0.338300
55	 0.577800	 0.595700	 0.322400
56	 0.530900	 0.547300	 0.295900
57	 0.504800	 0.520400	 0.281300
58	 0.485100	 0.499600	 0.269600
59	 0.469500	 0.483900	 0.261600
60	 0.462200	 0.476500	 0.257500
61	 0.457100	 0.471300	 0.254700
62	 0.461800	 0.476400	 0.257500
63	 0.467200	 0.481700	 0.260400
64	 0.465100	 0.479500	 0.259200
65	 0.458800	 0.473200	 0.255800
66	 0.442500	 0.456200	 0.246600
67	 0.425400	 0.438300	 0.236900
68	 0.412500	 0.425700	 0.230100
69	 0.400800	 0.411800	 0.222600
70	 0.383800	 0.396400	 0.213800
71	 0.384600	 0.398300	 0.214800
72	 0.436500	 0.447900	 0.242200
73	 0.525100	 0.529800	 0.285200
74	 0.583300	 0.601400	 0.324300
75	 0.624900	 0.644200	 0.348600
76	 0.644500	 0.664900	 0.359600
77	 0.653100	 0.673400	 0.364000
78	 0.652500	 0.670300	 0.362200
79	 0.629700	 0.657000	 0.355100
80	 0.605800	 0.625700	 0.338900
81	 0.560500	 0.576500	 0.310300
82	 0.500100	 0.515600	 0.279800
83	 0.445100	 0.458900	 0.248000
84	 0.430700	 0.444000	 0.240000
85	 0.452500	 0.466500	 0.252200
86	 0.481500	 0.496400	 0.268300
87	 0.497400	 0.512800	 0.277200
88	 0.494100	 0.509900	 0.275500
89	 0.479300	 0.494200	 0.267100
90	 0.456900	 0.469500	 0.253800
91	 0.432100	 0.446000	 0.241100
92	 0.412700	 0.425500	 0.230700
93	 0.389000	 0.403700	 0.218200
94	 0.363500	 0.373000	 0.201600
95	 0.303700	 0.317200	 0.172100
96	 0.269800	 0.278200	 0.150400
97	 0.260000	 0.268100	 0.144700
98	 0.264100	 0.272200	 0.146800
99	 0.281500	 0.290200	 0.156900
100	 0.300800	 0.310100	 0.167600
101	 0.318100	 0.327900	 0.177300
102	 0.325400	 0.335500	 0.181300
103	 0.327900	 0.338000	 0.182700
104	 0.329500	 0.339900	 0.183700
105	 0.332500	 0.342800	 0.185300
106	 0.336000	 0.346400	 0.187300
107	 0.342900	 0.353600	 0.191100
108	 0.347900	 0.358700	 0.193900
109	 0.370700	 0.382200	 0.206800
110	 0.402900	 0.417100	 0.225500
111	 0.451400	 0.463200	 0.250400
112	 0.486900	 0.502200	 0.271200
113	 0.487200	 0.501000	 0.270800
114	 0.453700	 0.468500	 0.252800
115	 0.429600	 0.441000	 0.238400
116	 0.406900	 0.420200	 0.227100
117	 0.398200	 0.410500	 0.221900
118	 0.398100	 0.410300	 0.221900
119	 0.405400	 0.417500	 0.225700
120	 0.424500	 0.440900	 0.238500
121	 0.465400	 0.478600	 0.259200
122	 0.509600	 0.525300	 0.284000
123	 0.583000	 0.601100	 0.325300
124	 0.650500	 0.670600	 0.362600
125	 0.668800	 0.689600	 0.372800
126	 0.666100	 0.686800	 0.371100
127	 0.647400	 0.667500	 0.360800
128	 0.623600	 0.643200	 0.347600
129	 0.590700	 0.615400	 0.332200
130	 0.548100	 0.563400	 0.305400
131	 0.508900	 0.524900	 0.283300
132	 0.472500	 0.487100	 0.264000
133	 0.436700	 0.450400	 0.243500
134	 0.429800	 0.442300	 0.238300
135	 0.456700	 0.470700	 0.259900
136	 0.472500	 0.487200	 0.263300
137	 0.463400	 0.477700	 0.258200
138	 0.449200	 0.463300	 0.250400
139	 0.426600	 0.439900	 0.237800
140	 0.407500	 0.420400	 0.227300
141	 0.392200	 0.404400	 0.218600
142	 0.364500	 0.375800	 0.203200
143	 0.357000	 0.368100	 0.199100
144	 0.322200	 0.332200	 0.179500
145	 0.300000	 0.309200	 0.167100
146	 0.331900	 0.342300	 0.185000
147	 0.381500	 0.393300	 0.212700
148	 0.433900	 0.448400	 0.242200
149	 0.443000	 0.456800	 0.246900
150	 0.438400	 0.452000	 0.244300
151	 0.431600	 0.444900	 0.240500
152	 0.423500	 0.436600	 0.236100
153	 0.425000	 0.438200	 0.236900
154	 0.425200	 0.438400	 0.237000
155	 0.412200	 0.424800	 0.229600
156	 0.393300	 0.404900	 0.218700
157	 0.368200	 0.379400	 0.205800
158	 0.356500	 0.367400	 0.198300
159	 0.352600	 0.363500	 0.196500
160	 0.372800	 0.384600	 0.201300
161	 0.395700	 0.408000	 0.221100
162	 0.404000	 0.416600	 0.225200
163	 0.404100	 0.416600	 0.225200
164	 0.407900	 0.420600	 0.227400
165	 0.421800	 0.434900	 0.235000
166	 0.462600	 0.477000	 0.258800
167	 0.516800	 0.532800	 0.287500
168	 0.547900	 0.565700	 0.305700
169	 0.564500	 0.581300	 0.314200
170	 0.611300	 0.627500	 0.339200
171	 0.699700	 0.721400	 0.389400
172	 0.779000	 0.803200	 0.434200
173	 0.827000	 0.852600	 0.460900
174	 0.822800	 0.848300	 0.458600
175	 0.778700	 0.804400	 0.435100
176	 0.732100	 0.754300	 0.407000
177	 0.694100	 0.714200	 0.386000
178	 0.657800	 0.683300	 0.369300
179	 0.640600	 0.642800	 0.347500
180	 0.518300	 0.554300	 0.299600
181	 0.440500	 0.454200	 0.245500
182	 0.394200	 0.404500	 0.218600
183	 0.370500	 0.382700	 0.207900
184	 0.365200	 0.376500	 0.203500
185	 0.369500	 0.387900	 0.209700
186	 0.404100	 0.411900	 0.221900
187	 0.414100	 0.425800	 0.230200
188	 0.418800	 0.431600	 0.233400
189	 0.445100	 0.458900	 0.248100
190	 0.493400	 0.508700	 0.275000
191	 0.540900	 0.557700	 0.301500
192	 0.576300	 0.593600	 0.321500
193	 0.602000	 0.620700	 0.335900
194	 0.618800	 0.638300	 0.345000
195	 0.642000	 0.661400	 0.358300
196	 0.666100	 0.686800	 0.371300
197	 0.676500	 0.701700	 0.379300
198	 0.666800	 0.690900	 0.373300
199	 0.626000	 0.643100	 0.347000
200	 0.564900	 0.587400	 0.317700
201	 0.536500	 0.553200	 0.299000
202	 0.508000	 0.523800	 0.282600
203	 0.468300	 0.482800	 0.261000
204	 0.415400	 0.428300	 0.231500
205	 0.374700	 0.385500	 0.208400
206	 0.351700	 0.363200	 0.196300
207	 0.336800	 0.348900	 0.188600
208	 0.341400	 0.352000	 0.190900
209	 0.369500	 0.391900	 0.207500
210	 0.392900	 0.405100	 0.218800
211	 0.400600	 0.413100	 0.223300
212	 0.404200	 0.416600	 0.225200
213	 0.406400	 0.419000	 0.226500
214	 0.418100	 0.433700	 0.234400
215	 0.492200	 0.494900	 0.269000
216	 0.563700	 0.586900	 0.317300
217	 0.687400	 0.705500	 0.381400
218	 0.777700	 0.801800	 0.433400
219	 0.818500	 0.843900	 0.455700
220	 0.836500	 0.862000	 0.466000
221	 0.845000	 0.871200	 0.470900
222	 0.837700	 0.864300	 0.467200
223	 0.818200	 0.843400	 0.456400
224	 0.768300	 0.795500	 0.430200
225	 0.687400	 0.711100	 0.384400
226	 0.587300	 0.603000	 0.327300
227	 0.499600	 0.513000	 0.277300
228	 0.448200	 0.460400	 0.247700
