18	 969	 173	 06ff	 1	 27356928	 34368	 3	 4509.081543	 2	 29430237	 34341	 2	 4840.707520	 3	 31353333	 34341	 8	 5148.402832	
19	 969	 173	 06ff	 1	 25790400	 32400	 4	 4250.879883	 2	 27753945	 32385	 3	 4564.989746	 3	 29595808	 32416	 5	 4859.806641	
20	 969	 173	 06ff	 1	 24855896	 31226	 2	 4096.851074	 2	 26779536	 31248	 1	 4404.718262	 3	 28538554	 31258	 1	 4686.199219	
21	 969	 173	 06ff	 1	 23544884	 29579	 3	 3880.764893	 2	 25362058	 29594	 1	 4171.570312	 3	 27006540	 29580	 2	 4434.633789	
22	 969	 173	 06ff	 1	 21345536	 26816	 3	 3518.259277	 2	 22982169	 26817	 3	 3780.124268	 3	 24484834	 26818	 3	 4020.554443	
23	 969	 173	 06ff	 1	 19064996	 23951	 0	 3142.371094	 2	 20555145	 23985	 0	 3380.925537	 3	 21869089	 23953	 1	 3591.033691	
24	 969	 173	 06ff	 1	 17626624	 22144	 0	 2905.292725	 2	 18977408	 22144	 1	 3121.418213	 3	 20217472	 22144	 1	 3319.828369	
25	 969	 173	 06ff	 1	 16209744	 20364	 1	 2671.756836	 2	 17441664	 20352	 1	 2868.817871	 3	 18582289	 20353	 1	 3051.321777	
26	 969	 173	 06ff	 1	 15324592	 19252	 2	 2525.862305	 2	 16509248	 19264	 3	 2715.453369	 3	 17588032	 19264	 4	 2888.058838	
27	 969	 173	 06ff	 1	 15068280	 18930	 4	 2483.615967	 2	 16186159	 18887	 4	 2662.311523	 3	 17252048	 18896	 4	 2832.888428	
28	 969	 173	 06ff	 1	 14958432	 18792	 1	 2465.510498	 2	 16125312	 18816	 0	 2652.303467	 3	 17155270	 18790	 1	 2816.996826	
29	 969	 173	 06ff	 1	 17581252	 22087	 2	 2897.814453	 2	 18959411	 22123	 1	 3118.458008	 3	 20159953	 22081	 1	 3310.383545	
30	 969	 173	 06ff	 1	 21281856	 26736	 1	 3507.763184	 2	 22910181	 26733	 1	 3768.283691	 3	 24416359	 26743	 1	 4009.310547	
31	 969	 173	 06ff	 1	 25508616	 32046	 2	 4204.435059	 2	 27478848	 32064	 2	 4519.741211	 3	 29247955	 32035	 2	 4802.687012	
32	 969	 173	 06ff	 1	 30525804	 38349	 1	 5031.388672	 2	 32857380	 38340	 1	 5404.406250	 3	 35001681	 38337	 1	 5747.482910	
33	 969	 173	 06ff	 1	 34750176	 43656	 3	 5727.666992	 2	 37431189	 43677	 2	 6156.709961	 3	 39868884	 43668	 2	 6546.706543	
34	 969	 173	 06ff	 1	 36536400	 45900	 3	 6022.080078	 2	 39326873	 45889	 1	 6468.513672	 3	 41912178	 45906	 2	 6882.227539	
35	 969	 173	 06ff	 1	 38045616	 47796	 1	 6270.834961	 2	 40961172	 47796	 1	 6737.324219	 3	 43639574	 47798	 4	 7165.875977	
36	 969	 173	 06ff	 1	 37814776	 47506	 2	 6232.787109	 2	 40699787	 47491	 4	 6694.331543	 3	 43359283	 47491	 4	 7119.850586	
37	 969	 173	 06ff	 1	 39046188	 49053	 2	 6435.753418	 2	 42045277	 49061	 2	 6915.638672	 3	 44795432	 49064	 2	 7355.674805	
38	 969	 173	 06ff	 1	 40737688	 51178	 2	 6714.553711	 2	 43850976	 51168	 4	 7212.641113	 3	 46717297	 51169	 5	 7671.256348	
39	 969	 173	 06ff	 1	 41473192	 52102	 4	 6835.782227	 2	 44670268	 52124	 6	 7347.398926	 3	 47576430	 52110	 4	 7812.331055	
40	 969	 173	 06ff	 1	 41005144	 51514	 2	 6758.636719	 2	 44131215	 51495	 2	 7258.735352	 3	 47021326	 51502	 3	 7721.179688	
41	 969	 173	 06ff	 1	 39101112	 49122	 2	 6444.806641	 2	 42078700	 49100	 2	 6921.136230	 3	 44830126	 49102	 5	 7361.372070	
42	 969	 173	 06ff	 1	 36143972	 45407	 3	 5957.398438	 2	 38914656	 45408	 2	 6400.711914	 3	 41437418	 45386	 2	 6804.269043	
43	 969	 173	 06ff	 1	 35039124	 44019	 1	 5775.292969	 2	 37690003	 43979	 0	 6199.279785	 3	 40171087	 43999	 1	 6596.330078	
44	 969	 173	 06ff	 1	 33158972	 41657	 2	 5465.398438	 2	 35688051	 41643	 2	 5869.997070	 3	 38015494	 41638	 2	 6242.369141	
45	 969	 173	 06ff	 1	 30899128	 38818	 2	 5092.921387	 2	 33240459	 38787	 1	 5467.415527	 3	 35419835	 38795	 1	 5816.146484	
46	 969	 173	 06ff	 1	 27967460	 35135	 2	 4609.711914	 2	 30079843	 35099	 1	 4947.555176	 3	 32066386	 35122	 2	 5265.490234	
47	 969	 173	 06ff	 1	 23503492	 29527	 1	 3873.942383	 2	 25322636	 29548	 0	 4165.085938	 3	 26953586	 29522	 1	 4425.938477	
48	 969	 173	 06ff	 1	 19415236	 24391	 2	 3200.099121	 2	 20897088	 24384	 1	 3437.168701	 3	 22284504	 24408	 1	 3659.247314	
49	 969	 173	 06ff	 1	 17779456	 22336	 1	 2930.483154	 2	 19121384	 22312	 1	 3145.099609	 3	 20375421	 22317	 1	 3345.764648	
50	 969	 173	 06ff	 1	 16301284	 20479	 2	 2686.844727	 2	 17526507	 20451	 2	 2882.772949	 3	 18672676	 20452	 2	 3066.163818	
51	 969	 173	 06ff	 1	 15711448	 19738	 1	 2589.625488	 2	 16912038	 19734	 0	 2781.704590	 3	 18031750	 19750	 1	 2960.919922	
52	 969	 173	 06ff	 1	 14620928	 18368	 1	 2409.881592	 2	 15742233	 18369	 1	 2589.294189	 3	 16824764	 18428	 1	 2762.725830	
53	 969	 173	 06ff	 1	 14581924	 18319	 2	 2403.452881	 2	 15686528	 18304	 3	 2580.131836	 3	 16747159	 18343	 2	 2749.982666	
54	 969	 173	 06ff	 1	 15537920	 19520	 5	 2561.023926	 2	 16728640	 19520	 5	 2751.539307	 3	 17821760	 19520	 3	 2926.438477	
55	 969	 173	 06ff	 1	 17473792	 21952	 3	 2880.102295	 2	 18812864	 21952	 2	 3094.354004	 3	 20045828	 21956	 2	 3291.643555	
56	 969	 173	 06ff	 1	 21546924	 27069	 4	 3551.452881	 2	 23167281	 27033	 2	 3810.571777	 3	 24679303	 27031	 4	 4052.487549	
57	 969	 173	 06ff	 1	 25674980	 32255	 2	 4231.855957	 2	 27617682	 32226	 3	 4542.577148	 3	 29425990	 32230	 2	 4831.921387	
58	 969	 173	 06ff	 1	 27456428	 34493	 4	 4525.481445	 2	 29555359	 34487	 4	 4861.287598	 3	 31482979	 34483	 6	 5169.691406	
59	 969	 173	 06ff	 1	 28527048	 35838	 1	 4701.945801	 2	 30708881	 35833	 2	 5051.019531	 3	 32708225	 35825	 1	 5370.883789	
60	 969	 173	 06ff	 1	 28712516	 36071	 5	 4732.515137	 2	 30913704	 36072	 4	 5084.708984	 3	 32918215	 36055	 6	 5405.365723	
61	 969	 173	 06ff	 1	 28987136	 36416	 3	 4777.779297	 2	 31191372	 36396	 4	 5130.380371	 3	 33243243	 36411	 4	 5458.737305	
62	 969	 173	 06ff	 1	 29547520	 37120	 1	 4870.144043	 2	 31799842	 37106	 1	 5230.461914	 3	 33890560	 37120	 1	 5565.030273	
63	 969	 173	 06ff	 1	 30362624	 38144	 3	 5004.492676	 2	 32685123	 38139	 2	 5376.073242	 3	 34826385	 38145	 3	 5718.698242	
64	 969	 173	 06ff	 1	 29991688	 37678	 2	 4943.353516	 2	 32286618	 37674	 3	 5310.526855	 3	 34372624	 37648	 2	 5644.187988	
65	 969	 173	 06ff	 1	 28375808	 35648	 1	 4677.017578	 2	 30551193	 35649	 0	 5025.083008	 3	 32551189	 35653	 1	 5345.097656	
66	 969	 173	 06ff	 1	 25916168	 32558	 4	 4271.609375	 2	 27900492	 32556	 3	 4589.093750	 3	 29707194	 32538	 4	 4878.097168	
67	 969	 173	 06ff	 1	 24017708	 30173	 3	 3958.697510	 2	 25849691	 30163	 3	 4251.776367	 3	 27522385	 30145	 5	 4519.338379	
68	 969	 173	 06ff	 1	 22398644	 28139	 3	 3691.836914	 2	 24112552	 28136	 3	 3966.050537	 3	 25688168	 28136	 4	 4218.148926	
69	 969	 173	 06ff	 1	 20860772	 26207	 1	 3438.358398	 2	 22461970	 26210	 1	 3694.561523	 3	 23937947	 26219	 1	 3930.752441	
70	 969	 173	 06ff	 1	 18950372	 23807	 3	 3123.478516	 2	 20378603	 23779	 2	 3351.887939	 3	 21736704	 23808	 2	 3569.295410	
71	 969	 173	 06ff	 1	 17320960	 21760	 3	 2854.912109	 2	 18648320	 21760	 3	 3067.289551	 3	 19875097	 21769	 3	 3263.608398	
72	 969	 173	 06ff	 1	 16709632	 20992	 1	 2754.150391	 2	 17990144	 20992	 0	 2959.032227	 3	 19165696	 20992	 1	 3147.120605	
73	 969	 173	 06ff	 1	 15792640	 19840	 1	 2603.008057	 2	 17002880	 19840	 1	 2796.646484	 3	 18114833	 19841	 2	 2974.562744	
74	 969	 173	 06ff	 1	 15843584	 19904	 1	 2611.404785	 2	 17057728	 19904	 1	 2805.667725	 3	 18172352	 19904	 1	 2984.007568	
75	 969	 173	 06ff	 1	 16887140	 21215	 1	 2783.407959	 2	 18190682	 21226	 1	 2992.016846	 3	 19357426	 21202	 1	 3178.603760	
76	 969	 173	 06ff	 1	 19186784	 24104	 3	 3162.444824	 2	 20638274	 24082	 2	 3394.598633	 3	 22007865	 24105	 3	 3613.821533	
77	 969	 173	 06ff	 1	 22495756	 28261	 1	 3707.843262	 2	 24208536	 28248	 1	 3981.838135	 3	 25810510	 28270	 1	 4238.238281	
78	 969	 173	 06ff	 1	 25372500	 31875	 1	 4182.000000	 2	 27315161	 31873	 0	 4492.817871	 3	 29126526	 31902	 1	 4782.748047	
79	 969	 173	 06ff	 1	 28630528	 35968	 2	 4719.001465	 2	 30824576	 35968	 1	 5070.049316	 3	 32857957	 35989	 2	 5395.470703	
80	 969	 173	 06ff	 1	 33112804	 41599	 2	 5457.788574	 2	 35646058	 41594	 3	 5863.090332	 3	 37978061	 41597	 2	 6236.222168	
81	 969	 173	 06ff	 1	 36822960	 46260	 4	 6069.312012	 2	 39645677	 46261	 2	 6520.950684	 3	 42244510	 46270	 6	 6936.798340	
82	 969	 173	 06ff	 1	 39753036	 49941	 4	 6552.259277	 2	 42812292	 49956	 3	 7041.797852	 3	 45592481	 49937	 3	 7486.555176	
83	 969	 173	 06ff	 1	 43647864	 54834	 4	 7194.220703	 2	 46990167	 54831	 3	 7728.977539	 3	 50073485	 54845	 4	 8222.362305	
84	 969	 173	 06ff	 1	 46161632	 57992	 1	 7608.550293	 2	 49705143	 57999	 3	 8175.539062	 3	 52208992	 57184	 19	 8573.025391	
85	 969	 173	 06ff	 1	 46374164	 58259	 3	 7643.580566	 2	 49925392	 58256	 2	 8211.765625	 3	 53188641	 58257	 1	 8733.889648	
86	 969	 173	 06ff	 1	 44732016	 56196	 2	 7372.915039	 2	 48144546	 56178	 3	 7918.851074	 3	 51302383	 56191	 10	 8424.154297	
87	 969	 173	 06ff	 1	 43568264	 54734	 3	 7181.100586	 2	 46889898	 54714	 3	 7712.485352	 3	 49959360	 54720	 5	 8203.622070	
88	 969	 173	 06ff	 1	 42730872	 53682	 4	 7043.078613	 2	 46002903	 53679	 3	 7566.591797	 3	 49025361	 53697	 3	 8050.254395	
89	 969	 173	 06ff	 1	 39538912	 49672	 3	 6516.966309	 2	 42574046	 49678	 4	 7002.610840	 3	 45355101	 49677	 6	 7447.575684	
90	 969	 173	 06ff	 1	 35687068	 44833	 3	 5882.089844	 2	 38427880	 44840	 2	 6320.646484	 3	 40947137	 44849	 2	 6723.762207	
91	 969	 173	 06ff	 1	 32351828	 40643	 5	 5332.361816	 2	 34829337	 40641	 2	 5728.755371	 3	 37114363	 40651	 4	 6094.397949	
92	 969	 173	 06ff	 1	 28018404	 35199	 2	 4618.108887	 2	 30153545	 35185	 2	 4959.677734	 3	 32127557	 35189	 4	 5275.534668	
93	 969	 173	 06ff	 1	 23643588	 29703	 1	 3897.033691	 2	 25459756	 29708	 0	 4187.639648	 3	 27133447	 29719	 1	 4455.472656	
94	 969	 173	 06ff	 1	 20605256	 25886	 2	 3396.243164	 2	 22166305	 25865	 2	 3645.930420	 3	 23622962	 25874	 2	 3879.030029	
95	 969	 173	 06ff	 1	 19081712	 23972	 2	 3145.126465	 2	 20537148	 23964	 2	 3377.965332	 3	 21911087	 23999	 3	 3597.930176	
96	 969	 173	 06ff	 1	 17677568	 22208	 3	 2913.689697	 2	 19032256	 22208	 3	 3130.439697	 3	 20282295	 22215	 5	 3330.472900	
97	 969	 173	 06ff	 1	 16251136	 20416	 2	 2678.579102	 2	 17490513	 20409	 2	 2876.852539	 3	 18631591	 20407	 5	 3059.417480	
98	 969	 173	 06ff	 1	 16403968	 20608	 0	 2703.769531	 2	 17661056	 20608	 0	 2904.903564	 3	 18810539	 20603	 1	 3088.801758	
99	 969	 173	 06ff	 1	 19307776	 24256	 1	 3182.387207	 2	 20787392	 24256	 0	 3419.125732	 3	 22162162	 24274	 1	 3639.157959	
100	 969	 173	 06ff	 1	 26032384	 32704	 5	 4290.764648	 2	 28027328	 32704	 2	 4609.956055	 3	 29840492	 32684	 4	 4899.985352	
101	 969	 173	 06ff	 1	 32176708	 40423	 4	 5303.497559	 2	 34647653	 40429	 3	 5698.872070	 3	 36910764	 40428	 6	 6060.965820	
102	 969	 173	 06ff	 1	 34735052	 43637	 3	 5725.174316	 2	 37389196	 43628	 1	 6149.802734	 3	 39853363	 43651	 2	 6544.157715	
103	 969	 173	 06ff	 1	 36815796	 46251	 1	 6068.131348	 2	 39621681	 46233	 1	 6517.003906	 3	 42206164	 46228	 1	 6930.501953	
104	 969	 173	 06ff	 1	 37919052	 47637	 4	 6249.974609	 2	 40813768	 47624	 2	 6713.079102	 3	 43488929	 47633	 4	 7141.139160	
105	 969	 173	 06ff	 1	 40689928	 51118	 3	 6706.681641	 2	 43785844	 51092	 2	 7201.928223	 3	 46679864	 51128	 3	 7665.109863	
106	 969	 173	 06ff	 1	 44825148	 56313	 2	 7388.265625	 2	 48247386	 56298	 2	 7935.766113	 3	 50661457	 55489	 18	 8318.911133	
107	 969	 173	 06ff	 1	 46108300	 57925	 3	 7599.759766	 2	 49637440	 57920	 3	 8164.403320	 3	 52898307	 57939	 10	 8686.214844	
108	 969	 173	 06ff	 1	 45493788	 57153	 3	 7498.473633	 2	 48955268	 57124	 2	 8052.199219	 3	 51402813	 56301	 10	 8440.645508	
109	 969	 173	 06ff	 1	 41645128	 52318	 5	 6864.121582	 2	 44838240	 52320	 3	 7375.027344	 3	 47777290	 52330	 6	 7845.313477	
110	 969	 173	 06ff	 1	 36647840	 46040	 2	 6040.448242	 2	 39458851	 46043	 2	 6490.221191	 3	 42034520	 46040	 4	 6902.316895	
111	 969	 173	 06ff	 1	 35350360	 44410	 2	 5826.591797	 2	 38033660	 44380	 2	 6255.804688	 3	 40516201	 44377	 3	 6653.000000	
112	 969	 173	 06ff	 1	 34477944	 43314	 2	 5682.796875	 2	 37118384	 43312	 2	 6105.259277	 3	 39551160	 43320	 3	 6494.534180	
113	 969	 173	 06ff	 1	 32723560	 41110	 1	 5393.631836	 2	 35233841	 41113	 1	 5795.288574	 3	 37534343	 41111	 1	 6163.361328	
114	 969	 173	 06ff	 1	 29947112	 37622	 4	 4936.006348	 2	 32224914	 37602	 3	 5300.377930	 3	 34310540	 37580	 3	 5633.993652	
115	 969	 173	 06ff	 1	 25132904	 31574	 4	 4142.508789	 2	 27059775	 31575	 2	 4450.812012	 3	 28835279	 31583	 3	 4734.923340	
116	 969	 173	 06ff	 1	 22338148	 28063	 2	 3681.865479	 2	 24050848	 28064	 2	 3955.901367	 3	 25599607	 28039	 2	 4203.606934	
117	 969	 173	 06ff	 1	 20479488	 25728	 0	 3375.513672	 2	 22048896	 25728	 1	 3626.618896	 3	 23489664	 25728	 1	 3857.141846	
118	 969	 173	 06ff	 1	 19567272	 24582	 0	 3225.158447	 2	 21054776	 24568	 1	 3463.105225	 3	 22437888	 24576	 1	 3684.433838	
119	 969	 173	 06ff	 1	 18288896	 22976	 1	 3014.451172	 2	 19690432	 22976	 1	 3238.697021	 3	 20994435	 22995	 1	 3447.410400	
120	 969	 173	 06ff	 1	 17270016	 21696	 1	 2846.515137	 2	 18593472	 21696	 1	 3058.268066	 3	 19808448	 21696	 1	 3252.664307	
121	 969	 173	 06ff	 1	 16862464	 21184	 1	 2779.340820	 2	 18154688	 21184	 1	 2986.096680	 3	 19340992	 21184	 1	 3175.905273	
122	 969	 173	 06ff	 1	 16816296	 21126	 4	 2771.731201	 2	 18104982	 21126	 3	 2977.920898	 3	 19316341	 21157	 4	 3171.857422	
123	 969	 173	 06ff	 1	 18868384	 23704	 1	 3109.964844	 2	 20314328	 23704	 1	 3341.315918	 3	 21633535	 23695	 0	 3552.354492	
124	 969	 173	 06ff	 1	 23280612	 29247	 3	 3837.206299	 2	 25050967	 29231	 2	 4120.401855	 3	 26658687	 29199	 4	 4377.514160	
125	 969	 173	 06ff	 1	 27815424	 34944	 2	 4584.652832	 2	 29949579	 34947	 1	 4926.128906	 3	 31924871	 34967	 1	 5242.252441	
126	 969	 173	 06ff	 1	 32198200	 40450	 2	 5307.040039	 2	 34639940	 40420	 2	 5697.603027	 3	 36920807	 40439	 2	 6062.614746	
127	 969	 173	 06ff	 1	 35380608	 44448	 3	 5831.577637	 2	 38092793	 44449	 2	 6265.531250	 3	 40594719	 44463	 2	 6665.893066	
128	 969	 173	 06ff	 1	 37419960	 47010	 2	 6167.711914	 2	 40274715	 46995	 3	 6624.415039	 3	 42921956	 47012	 5	 7048.039062	
129	 969	 173	 06ff	 1	 42250884	 53079	 4	 6963.964844	 2	 45458708	 53044	 3	 7477.082031	 3	 48447432	 53064	 4	 7955.354980	
130	 969	 173	 06ff	 1	 45313892	 56927	 5	 7468.822266	 2	 48771013	 56909	 2	 8021.892578	 3	 51829184	 56768	 22	 8510.658203	
131	 969	 173	 06ff	 1	 46878828	 58893	 3	 7726.761719	 2	 50501296	 58928	 3	 8306.491211	 3	 50339168	 55136	 16	 8265.989258	
132	 969	 173	 06ff	 1	 47188472	 59282	 2	 7777.798340	 2	 50822671	 59303	 2	 8359.350586	 3	 51829184	 56768	 17	 8510.658203	
133	 969	 173	 06ff	 1	 45797860	 57535	 3	 7548.591797	 2	 49292926	 57518	 3	 8107.737305	 3	 50865056	 55712	 10	 8352.342773	
134	 969	 173	 06ff	 1	 44876092	 56377	 4	 7396.662598	 2	 48292807	 56351	 4	 7943.236816	 3	 51303296	 56192	 14	 8424.304688	
135	 969	 173	 06ff	 1	 44555304	 55974	 5	 7343.788574	 2	 47951721	 55953	 3	 7887.134766	 3	 51653888	 56576	 12	 8481.874023	
136	 969	 173	 06ff	 1	 43737812	 54947	 3	 7209.046387	 2	 47057013	 54909	 1	 7739.972656	 3	 50047008	 54816	 14	 8218.014648	
137	 969	 173	 06ff	 1	 43223596	 54301	 4	 7124.291016	 2	 46519674	 54282	 3	 7651.590820	 3	 49574987	 54299	 14	 8140.505859	
138	 969	 173	 06ff	 1	 39139320	 49170	 2	 6451.104004	 2	 42130977	 49161	 2	 6929.734375	 3	 44897688	 49176	 3	 7372.465820	
139	 969	 173	 06ff	 1	 34471576	 43306	 3	 5681.747070	 2	 37079819	 43267	 3	 6098.916504	 3	 39510988	 43276	 2	 6487.937988	
140	 969	 173	 06ff	 1	 32092332	 40317	 2	 5289.590332	 2	 34529387	 40291	 3	 5679.419434	 3	 36791161	 40297	 4	 6041.326172	
141	 969	 173	 06ff	 1	 29629508	 37223	 2	 4883.657715	 2	 31891541	 37213	 4	 5245.544434	 3	 34001946	 37242	 10	 5583.320801	
142	 969	 173	 06ff	 1	 27653836	 34741	 3	 4558.019043	 2	 29778179	 34747	 2	 4897.937012	 3	 31726750	 34750	 6	 5209.720215	
143	 969	 173	 06ff	 1	 23699308	 29773	 1	 3906.217529	 2	 25488037	 29741	 0	 4192.291504	 3	 27168141	 29757	 1	 4461.169434	
144	 969	 173	 06ff	 1	 20122880	 25280	 1	 3316.736084	 2	 21667531	 25283	 1	 3563.891602	 3	 23081553	 25281	 1	 3790.127441	
145	 969	 173	 06ff	 1	 19025196	 23901	 3	 3135.811279	 2	 20472873	 23889	 2	 3367.393555	 3	 21829830	 23910	 3	 3584.587158	
146	 969	 173	 06ff	 1	 18798336	 23616	 2	 3098.419189	 2	 20238912	 23616	 1	 3328.911377	 3	 21578755	 23635	 1	 3543.359131	
147	 969	 173	 06ff	 1	 20223176	 25406	 3	 3333.267090	 2	 21761801	 25393	 4	 3579.397217	 3	 23213938	 25426	 4	 3811.865967	
148	 969	 173	 06ff	 1	 22261732	 27967	 1	 3669.270508	 2	 23966005	 27965	 0	 3941.946289	 3	 25543001	 27977	 1	 4194.312012	
149	 969	 173	 06ff	 1	 23792440	 29890	 3	 3921.568115	 2	 25628585	 29905	 4	 4215.408691	 3	 27296874	 29898	 6	 4482.308105	
150	 969	 173	 06ff	 1	 24453120	 30720	 3	 4030.464111	 2	 26328754	 30722	 4	 4330.573242	 3	 28132269	 30813	 11	 4619.484863	
151	 969	 173	 06ff	 1	 24730924	 31069	 2	 4076.252686	 2	 26608993	 31049	 1	 4376.666992	 3	 28357780	 31060	 3	 4656.515137	
152	 969	 173	 06ff	 1	 25023852	 31437	 4	 4124.534180	 2	 26930368	 31424	 3	 4429.526855	 3	 28690112	 31424	 2	 4711.085938	
153	 969	 173	 06ff	 1	 25987808	 32648	 4	 4283.417480	 2	 27985335	 32655	 3	 4603.048828	 3	 29829536	 32672	 5	 4898.186035	
154	 969	 173	 06ff	 1	 28013628	 35193	 2	 4617.321777	 2	 30144975	 35175	 2	 4958.268066	 3	 32137600	 35200	 3	 5277.184082	
155	 969	 173	 06ff	 1	 31228672	 39232	 4	 5147.238281	 2	 33626966	 39238	 3	 5530.988281	 3	 35833424	 39248	 3	 5884.060059	
156	 969	 173	 06ff	 1	 33767912	 42422	 4	 5565.766602	 2	 36341085	 42405	 3	 5977.408691	 3	 38717591	 42407	 4	 6357.657227	
157	 969	 173	 06ff	 1	 33738460	 42385	 2	 5560.912109	 2	 36294807	 42351	 2	 5969.796875	 3	 38685636	 42372	 4	 6352.410156	
158	 969	 173	 06ff	 1	 32041388	 40253	 2	 5281.193359	 2	 34483966	 40238	 3	 5671.948242	 3	 36751902	 40254	 4	 6034.879883	
159	 969	 173	 06ff	 1	 31494536	 39566	 2	 5191.059082	 2	 33886637	 39541	 2	 5573.699219	 3	 36110976	 39552	 4	 5929.635742	
160	 969	 173	 06ff	 1	 31794628	 39943	 4	 5240.521484	 2	 34225152	 39936	 2	 5629.378418	 3	 36475263	 39951	 9	 5989.454102	
161	 969	 173	 06ff	 1	 32246756	 40511	 3	 5315.042969	 2	 34693931	 40483	 2	 5706.483887	 3	 36986543	 40511	 2	 6073.409180	
162	 969	 173	 06ff	 1	 31942684	 40129	 2	 5264.924805	 2	 34404265	 40145	 1	 5658.839355	 3	 36663341	 40157	 1	 6020.337402	
163	 969	 173	 06ff	 1	 30669880	 38530	 2	 5055.136230	 2	 33004784	 38512	 3	 5428.651367	 3	 35176064	 38528	 7	 5776.117676	
164	 969	 173	 06ff	 1	 28186360	 35410	 2	 4645.791992	 2	 30333515	 35395	 1	 4989.279297	 3	 32339373	 35421	 3	 5310.316406	
165	 969	 173	 06ff	 1	 24707840	 31040	 1	 4072.447998	 2	 26599566	 31038	 1	 4375.116699	 3	 28323086	 31022	 1	 4650.818359	
166	 969	 173	 06ff	 1	 22290388	 28003	 2	 3673.993652	 2	 23984859	 27987	 2	 3945.047607	 3	 25539349	 27973	 3	 4193.712402	
167	 969	 173	 06ff	 1	 20945148	 26313	 4	 3452.265625	 2	 22559668	 26324	 2	 3710.631104	 3	 24073984	 26368	 3	 3953.090576	
168	 969	 173	 06ff	 1	 19715328	 24768	 3	 3249.561523	 2	 21223605	 24765	 3	 3490.874512	 3	 22599489	 24753	 2	 3710.969727	
169	 969	 173	 06ff	 1	 18085120	 22720	 3	 2980.864014	 2	 19465898	 22714	 2	 3201.765381	 3	 20738795	 22715	 4	 3405.432861	
170	 969	 173	 06ff	 1	 17677568	 22208	 0	 2913.689697	 2	 19033113	 22209	 1	 3130.580566	 3	 20276817	 22209	 1	 3329.573242	
171	 969	 173	 06ff	 1	 19358720	 24320	 2	 3190.783936	 2	 20842240	 24320	 2	 3428.147217	 3	 22204160	 24320	 5	 3646.054443	
172	 969	 173	 06ff	 1	 22102532	 27767	 2	 3643.030518	 2	 23790320	 27760	 2	 3913.049561	 3	 25320229	 27733	 2	 4157.731445	
173	 969	 173	 06ff	 1	 24678388	 31003	 2	 4067.593506	 2	 26549003	 30979	 1	 4366.799805	 3	 28281088	 30976	 4	 4643.921875	
174	 969	 173	 06ff	 1	 25620056	 32186	 3	 4222.803223	 2	 27568833	 32169	 4	 4534.542480	 3	 29391296	 32192	 5	 4826.224609	
175	 969	 173	 06ff	 1	 26134272	 32832	 3	 4307.558594	 2	 28117313	 32809	 3	 4624.756836	 3	 29974703	 32831	 3	 4922.023438	
